id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
134,134,late,often,often,3+weekly,low_carb,love,balanced,aggressive,"[""museum"", ""citywalk"", ""island""]","[""hiking"", ""photography"", ""travel"", ""basketball"", ""gaming""]",ESFJ,2025-06-13 11:18:51,2025-06-13 11:18:51
135,135,late,never,often,3+weekly,vegan,love,frugal,balanced,"[""museum"", ""sea""]","[""coding"", ""hiking"", ""music"", ""boardgame"", ""football"", ""gaming""]",ISTP,2025-07-31 11:18:51,2025-07-31 11:18:51
136,136,late,often,occasionally,daily,halal,love,frugal,balanced,"[""museum"", ""sea""]","[""cooking"", ""boardgame"", ""coding"", ""football"", ""movie""]",ENTP,2025-08-27 11:18:51,2025-08-27 11:18:51
137,137,normal,never,occasionally,weekly,normal,allergic,luxury,aggressive,"[""sea"", ""mountain""]","[""cooking"", ""music"", ""travel""]",ISFJ,2025-06-25 11:18:51,2025-06-25 11:18:51
138,138,late,often,never,3+weekly,normal,reject,luxury,aggressive,"[""island"", ""sea""]","[""running"", ""boardgame"", ""photography"", ""travel"", ""reading""]",ESFJ,2025-07-17 11:18:51,2025-07-17 11:18:51
139,139,late,occasionally,never,3+weekly,vegan,reject,balanced,balanced,"[""desert"", ""roadtrip"", ""museum""]","[""coding"", ""yoga"", ""gaming""]",ISTP,2025-09-07 11:18:51,2025-09-07 11:18:51
140,140,late,often,often,weekly,low_carb,love,balanced,aggressive,"[""citywalk""]","[""yoga"", ""basketball"", ""travel"", ""cooking""]",ENTP,2025-08-10 11:18:51,2025-08-10 11:18:51
141,141,early,often,occasionally,3+weekly,low_carb,ok,frugal,balanced,"[""sea"", ""museum"", ""desert""]","[""coding"", ""running""]",INTJ,2025-09-07 11:18:51,2025-09-07 11:18:51
142,142,early,often,often,daily,normal,love,luxury,balanced,"[""sea""]","[""football"", ""gaming"", ""photography""]",ENFP,2025-07-09 11:18:51,2025-07-09 11:18:51
143,143,late,occasionally,never,weekly,normal,allergic,luxury,conservative,"[""museum""]","[""football"", ""basketball"", ""boardgame"", ""hiking"", ""gaming"", ""travel""]",ENTP,2025-08-11 11:18:51,2025-08-11 11:18:51
144,144,late,often,often,weekly,keto,reject,balanced,balanced,"[""island"", ""museum""]","[""movie"", ""boardgame"", ""running"", ""basketball""]",ENFP,2025-07-21 11:18:51,2025-07-21 11:18:51
145,145,normal,occasionally,never,daily,vegetarian,ok,luxury,aggressive,"[""desert""]","[""football"", ""cooking""]",,2025-08-22 11:18:51,2025-08-22 11:18:51
146,146,late,occasionally,occasionally,3+weekly,normal,ok,balanced,aggressive,"[""mountain""]","[""cooking"", ""basketball"", ""boardgame"", ""travel"", ""music""]",ENFP,2025-08-17 11:18:51,2025-08-17 11:18:51
147,147,early,never,never,daily,vegan,reject,balanced,conservative,"[""sea"", ""museum""]","[""boardgame"", ""hiking"", ""travel"", ""running"", ""coding""]",ENFP,2025-08-24 11:18:51,2025-08-24 11:18:51
148,148,late,often,never,daily,keto,love,balanced,aggressive,"[""mountain""]","[""music"", ""basketball""]",ISTP,2025-07-07 11:18:51,2025-07-07 11:18:51
149,149,late,often,never,3+weekly,halal,love,balanced,balanced,"[""roadtrip""]","[""hiking"", ""boardgame""]",ISTP,2025-08-09 11:18:51,2025-08-09 11:18:51
150,150,late,occasionally,often,daily,vegan,allergic,balanced,conservative,"[""mountain"", ""island""]","[""yoga"", ""coding"", ""boardgame"", ""photography""]",ENTP,2025-07-28 11:18:51,2025-07-28 11:18:51
151,151,late,occasionally,never,3+weekly,low_carb,reject,balanced,conservative,"[""desert"", ""sea""]","[""running"", ""hiking"", ""football""]",ISFJ,2025-09-06 11:18:51,2025-09-06 11:18:51
152,152,late,often,never,3+weekly,keto,allergic,balanced,conservative,"[""island""]","[""football"", ""movie"", ""yoga""]",ENTP,2025-07-27 11:18:51,2025-07-27 11:18:51
153,153,late,never,never,3+weekly,keto,ok,frugal,conservative,"[""mountain"", ""sea"", ""museum""]","[""hiking"", ""football"", ""cooking"", ""travel"", ""movie"", ""gaming""]",,2025-07-11 11:18:51,2025-07-11 11:18:51
154,154,normal,often,often,daily,vegan,ok,balanced,balanced,"[""citywalk"", ""island""]","[""football"", ""cooking"", ""hiking"", ""gaming"", ""movie""]",ENTP,2025-08-19 11:18:51,2025-08-19 11:18:51
155,155,late,never,often,3+weekly,normal,reject,balanced,conservative,"[""roadtrip"", ""museum""]","[""photography"", ""coding"", ""boardgame"", ""basketball"", ""travel""]",ENTP,2025-08-12 11:18:51,2025-08-12 11:18:51
156,156,normal,occasionally,never,daily,normal,love,frugal,conservative,"[""sea""]","[""music"", ""basketball"", ""photography"", ""running"", ""reading""]",ENTP,2025-07-24 11:18:51,2025-07-24 11:18:51
157,157,normal,occasionally,never,daily,normal,reject,luxury,aggressive,"[""island"", ""desert"", ""citywalk""]","[""travel"", ""cooking"", ""football"", ""running"", ""basketball""]",,2025-06-15 11:18:51,2025-06-15 11:18:51
158,158,normal,occasionally,never,none,keto,reject,luxury,conservative,"[""island"", ""roadtrip""]","[""running"", ""football"", ""gaming"", ""cooking"", ""movie"", ""travel""]",ISTP,2025-09-04 11:18:51,2025-09-04 11:18:51
159,159,early,often,often,daily,keto,ok,frugal,aggressive,"[""desert"", ""sea"", ""island""]","[""running"", ""hiking"", ""yoga"", ""football""]",INTJ,2025-06-16 11:18:51,2025-06-16 11:18:51
160,160,early,never,never,weekly,halal,love,luxury,balanced,"[""sea"", ""mountain"", ""citywalk""]","[""running"", ""music"", ""cooking"", ""movie"", ""photography"", ""basketball""]",INTJ,2025-07-19 11:18:51,2025-07-19 11:18:51
161,161,normal,never,often,weekly,low_carb,ok,balanced,balanced,"[""roadtrip""]","[""running"", ""music"", ""travel"", ""yoga""]",ENTP,2025-07-02 11:18:51,2025-07-02 11:18:51
162,162,normal,often,often,3+weekly,low_carb,love,luxury,balanced,"[""mountain"", ""roadtrip"", ""island""]","[""coding"", ""football"", ""gaming""]",ENFP,2025-09-10 11:18:51,2025-09-10 11:18:51
163,163,normal,often,occasionally,daily,vegetarian,allergic,luxury,aggressive,"[""citywalk"", ""island""]","[""reading"", ""basketball""]",ISTP,2025-08-08 11:18:51,2025-08-08 11:18:51
164,164,normal,never,never,3+weekly,keto,reject,frugal,aggressive,"[""citywalk"", ""roadtrip""]","[""yoga"", ""movie"", ""reading""]",,2025-08-06 11:18:51,2025-08-06 11:18:51
165,165,late,never,never,3+weekly,vegetarian,allergic,balanced,conservative,"[""desert""]","[""yoga"", ""running"", ""photography"", ""gaming""]",,2025-08-14 11:18:51,2025-08-14 11:18:51
166,166,early,occasionally,never,3+weekly,vegetarian,reject,luxury,balanced,"[""mountain""]","[""boardgame"", ""photography"", ""basketball"", ""cooking"", ""hiking"", ""travel""]",ENFP,2025-07-07 11:18:51,2025-07-07 11:18:51
167,167,normal,occasionally,never,none,low_carb,ok,luxury,conservative,"[""sea"", ""island"", ""desert""]","[""hiking"", ""basketball"", ""boardgame"", ""photography"", ""movie"", ""reading""]",INTJ,2025-07-02 11:18:51,2025-07-02 11:18:51
168,168,normal,never,often,daily,keto,allergic,balanced,balanced,"[""island""]","[""football"", ""running"", ""movie"", ""gaming"", ""boardgame""]",ESFJ,2025-07-05 11:18:51,2025-07-05 11:18:51
169,169,normal,occasionally,often,weekly,low_carb,allergic,frugal,aggressive,"[""citywalk"", ""museum""]","[""football"", ""coding"", ""reading"", ""basketball"", ""photography""]",ISFJ,2025-07-21 11:18:51,2025-07-21 11:18:51
170,170,late,often,never,3+weekly,keto,reject,frugal,aggressive,"[""sea""]","[""basketball"", ""running"", ""boardgame"", ""travel"", ""football""]",INTJ,2025-09-03 11:18:51,2025-09-03 11:18:51
171,171,normal,never,often,weekly,keto,reject,luxury,balanced,"[""island"", ""citywalk""]","[""football"", ""basketball"", ""hiking"", ""gaming"", ""reading"", ""boardgame""]",INTJ,2025-07-27 11:18:51,2025-07-27 11:18:51
172,172,normal,never,often,none,low_carb,allergic,luxury,conservative,"[""desert""]","[""hiking"", ""yoga"", ""coding"", ""music""]",ENTP,2025-07-13 11:18:51,2025-07-13 11:18:51
173,173,early,never,never,none,normal,reject,frugal,conservative,"[""roadtrip"", ""mountain"", ""museum""]","[""movie"", ""yoga""]",ENTP,2025-07-17 11:18:51,2025-07-17 11:18:51
174,174,early,never,occasionally,none,halal,reject,balanced,conservative,"[""island"", ""citywalk"", ""mountain""]","[""movie"", ""hiking"", ""music""]",INTJ,2025-08-15 11:18:51,2025-08-15 11:18:51
175,175,early,never,never,daily,keto,reject,balanced,balanced,"[""sea""]","[""basketball"", ""hiking"", ""music""]",ENFP,2025-07-18 11:18:51,2025-07-18 11:18:51
176,176,early,never,never,3+weekly,halal,reject,luxury,balanced,"[""museum""]","[""movie"", ""yoga"", ""boardgame"", ""music"", ""coding"", ""reading""]",INTJ,2025-07-22 11:18:51,2025-07-22 11:18:51
177,177,normal,never,occasionally,3+weekly,vegan,ok,frugal,conservative,"[""sea"", ""mountain"", ""desert""]","[""reading"", ""hiking"", ""coding"", ""football""]",ENFP,2025-07-24 11:18:51,2025-07-24 11:18:51
178,178,normal,often,never,weekly,keto,ok,frugal,aggressive,"[""museum"", ""island""]","[""cooking"", ""football"", ""basketball"", ""boardgame""]",ESFJ,2025-08-01 11:18:51,2025-08-01 11:18:51
179,179,late,often,never,weekly,vegan,reject,frugal,balanced,"[""desert"", ""roadtrip"", ""citywalk""]","[""travel"", ""music"", ""boardgame"", ""hiking"", ""photography""]",ENFP,2025-09-10 11:18:51,2025-09-10 11:18:51
180,180,late,occasionally,never,3+weekly,halal,allergic,frugal,balanced,"[""island"", ""desert""]","[""running"", ""yoga"", ""reading"", ""gaming""]",ISTP,2025-07-18 11:18:51,2025-07-18 11:18:51
181,181,late,never,occasionally,none,vegan,reject,luxury,aggressive,"[""roadtrip""]","[""travel"", ""movie"", ""cooking"", ""music"", ""gaming""]",ISTP,2025-08-25 11:18:51,2025-08-25 11:18:51
182,182,normal,often,often,daily,vegan,reject,luxury,aggressive,"[""mountain""]","[""yoga"", ""hiking"", ""coding"", ""cooking"", ""photography"", ""gaming""]",ISFJ,2025-06-22 11:18:51,2025-06-22 11:18:51
183,183,early,never,occasionally,3+weekly,normal,reject,balanced,conservative,"[""desert"", ""island""]","[""hiking"", ""coding"", ""boardgame"", ""basketball"", ""yoga"", ""travel""]",INTJ,2025-07-27 11:18:51,2025-07-27 11:18:51
184,184,early,occasionally,never,none,normal,ok,frugal,conservative,"[""citywalk"", ""museum""]","[""music"", ""reading"", ""hiking"", ""boardgame"", ""running"", ""photography""]",ISTP,2025-06-27 11:18:51,2025-06-27 11:18:51
185,185,normal,never,occasionally,weekly,normal,ok,luxury,conservative,"[""desert"", ""roadtrip""]","[""football"", ""boardgame"", ""travel"", ""music"", ""coding""]",ENTP,2025-07-24 11:18:51,2025-07-24 11:18:51
186,186,late,occasionally,often,daily,vegetarian,love,balanced,balanced,"[""island"", ""desert""]","[""cooking"", ""boardgame"", ""photography"", ""music"", ""gaming""]",ISFJ,2025-08-23 11:18:51,2025-08-23 11:18:51
187,187,early,often,never,daily,low_carb,allergic,balanced,conservative,"[""museum"", ""sea""]","[""football"", ""basketball"", ""gaming"", ""photography"", ""music"", ""hiking""]",ISTP,2025-08-16 11:18:51,2025-08-16 11:18:51
188,188,late,never,occasionally,3+weekly,low_carb,ok,frugal,aggressive,"[""desert""]","[""gaming"", ""music"", ""travel"", ""cooking"", ""photography"", ""hiking""]",ISTP,2025-07-15 11:18:51,2025-07-15 11:18:51
189,189,normal,often,never,daily,vegan,allergic,balanced,balanced,"[""museum"", ""sea""]","[""reading"", ""music""]",,2025-08-03 11:18:51,2025-08-03 11:18:51
190,190,early,often,often,none,keto,love,frugal,conservative,"[""desert"", ""mountain"", ""island""]","[""photography"", ""gaming"", ""yoga"", ""music"", ""hiking""]",ENTP,2025-09-07 11:18:51,2025-09-07 11:18:51
191,191,late,occasionally,occasionally,none,vegan,ok,luxury,aggressive,"[""museum"", ""citywalk""]","[""reading"", ""travel""]",ISFJ,2025-08-18 11:18:51,2025-08-18 11:18:51
192,192,late,never,often,3+weekly,vegan,allergic,luxury,aggressive,"[""mountain"", ""citywalk""]","[""gaming"", ""music""]",ENTP,2025-09-02 11:18:51,2025-09-02 11:18:51
193,193,late,often,occasionally,3+weekly,keto,reject,balanced,balanced,"[""citywalk"", ""roadtrip"", ""mountain""]","[""reading"", ""boardgame"", ""running"", ""photography"", ""music"", ""basketball""]",ESFJ,2025-08-30 11:18:51,2025-08-30 11:18:51
194,194,normal,often,never,weekly,vegetarian,ok,luxury,balanced,"[""mountain"", ""island"", ""sea""]","[""cooking"", ""running"", ""football""]",ENFP,2025-07-27 11:18:51,2025-07-27 11:18:51
195,195,late,often,often,daily,halal,reject,luxury,balanced,"[""citywalk"", ""mountain""]","[""cooking"", ""boardgame"", ""gaming"", ""reading"", ""music"", ""movie""]",ENFP,2025-07-07 11:18:51,2025-07-07 11:18:51
196,196,normal,occasionally,never,daily,halal,ok,luxury,aggressive,"[""desert"", ""museum""]","[""photography"", ""travel"", ""yoga""]",ESFJ,2025-08-06 11:18:51,2025-08-06 11:18:51
197,197,late,often,often,3+weekly,low_carb,ok,frugal,aggressive,"[""museum"", ""island"", ""roadtrip""]","[""reading"", ""coding"", ""music"", ""gaming"", ""basketball"", ""yoga""]",ENTP,2025-06-22 11:18:51,2025-06-22 11:18:51
198,198,normal,often,occasionally,daily,vegan,love,frugal,conservative,"[""desert""]","[""photography"", ""yoga"", ""music"", ""running""]",,2025-08-09 11:18:51,2025-08-09 11:18:51
199,199,early,never,often,daily,keto,allergic,balanced,aggressive,"[""sea"", ""museum"", ""desert""]","[""gaming"", ""yoga"", ""cooking"", ""photography"", ""movie""]",,2025-09-10 11:18:51,2025-09-10 11:18:51
200,200,late,never,never,none,keto,love,luxury,conservative,"[""island"", ""roadtrip"", ""sea""]","[""running"", ""football"", ""coding"", ""boardgame""]",ESFJ,2025-09-01 11:18:51,2025-09-01 11:18:51
201,201,late,occasionally,often,3+weekly,halal,love,frugal,aggressive,"[""mountain"", ""roadtrip"", ""desert""]","[""cooking"", ""hiking"", ""football""]",ISTP,2025-08-06 11:18:51,2025-08-06 11:18:51
202,202,early,occasionally,often,daily,normal,ok,luxury,aggressive,"[""citywalk""]","[""coding"", ""football"", ""running""]",ENFP,2025-07-05 11:18:51,2025-07-05 11:18:51
203,203,normal,occasionally,occasionally,daily,low_carb,allergic,frugal,aggressive,"[""museum"", ""sea"", ""island""]","[""photography"", ""yoga"", ""hiking""]",,2025-07-12 11:18:51,2025-07-12 11:18:51
204,204,early,often,often,weekly,low_carb,reject,luxury,conservative,"[""mountain""]","[""travel"", ""boardgame"", ""basketball"", ""movie""]",ISFJ,2025-08-19 11:18:51,2025-08-19 11:18:51
205,205,normal,occasionally,often,3+weekly,low_carb,ok,luxury,aggressive,"[""island"", ""citywalk"", ""sea""]","[""cooking"", ""reading"", ""movie"", ""yoga"", ""football""]",,2025-07-26 11:18:51,2025-07-26 11:18:51
206,206,late,occasionally,never,none,halal,allergic,balanced,conservative,"[""citywalk"", ""island"", ""desert""]","[""coding"", ""yoga"", ""football""]",ISFJ,2025-08-22 11:18:51,2025-08-22 11:18:51
207,207,early,occasionally,occasionally,none,halal,reject,balanced,conservative,"[""roadtrip"", ""island""]","[""football"", ""music""]",INTJ,2025-06-27 11:18:51,2025-06-27 11:18:51
208,208,early,never,often,daily,keto,love,frugal,aggressive,"[""citywalk""]","[""gaming"", ""movie"", ""cooking"", ""football"", ""coding""]",ENTP,2025-06-26 11:18:51,2025-06-26 11:18:51
209,209,late,never,occasionally,daily,normal,allergic,luxury,aggressive,"[""island""]","[""movie"", ""music"", ""travel""]",ENFP,2025-08-02 11:18:51,2025-08-02 11:18:51
210,210,early,often,never,3+weekly,keto,reject,balanced,aggressive,"[""citywalk"", ""sea"", ""museum""]","[""yoga"", ""music"", ""coding""]",ESFJ,2025-07-16 11:18:51,2025-07-16 11:18:51
211,211,late,occasionally,occasionally,weekly,halal,reject,balanced,conservative,"[""island""]","[""running"", ""basketball"", ""travel"", ""football""]",ESFJ,2025-06-21 11:18:51,2025-06-21 11:18:51
212,212,late,never,often,3+weekly,normal,love,balanced,conservative,"[""desert"", ""island"", ""citywalk""]","[""reading"", ""gaming""]",ENTP,2025-08-02 11:18:51,2025-08-02 11:18:51
213,213,early,occasionally,never,3+weekly,halal,reject,balanced,balanced,"[""citywalk"", ""desert""]","[""photography"", ""hiking"", ""football"", ""running""]",ENTP,2025-07-19 11:18:51,2025-07-19 11:18:51
214,214,late,occasionally,often,daily,normal,love,frugal,aggressive,"[""desert""]","[""movie"", ""boardgame"", ""reading"", ""yoga""]",ISFJ,2025-07-27 11:18:51,2025-07-27 11:18:51
215,215,normal,never,never,weekly,vegetarian,love,luxury,aggressive,"[""island"", ""desert"", ""roadtrip""]","[""basketball"", ""coding"", ""gaming"", ""photography""]",ISTP,2025-09-07 11:18:51,2025-09-07 11:18:51
216,216,normal,often,never,none,keto,allergic,luxury,conservative,"[""desert"", ""sea"", ""museum""]","[""travel"", ""basketball""]",ENTP,2025-07-04 11:18:51,2025-07-04 11:18:51
217,217,late,occasionally,never,none,normal,love,balanced,aggressive,"[""island""]","[""travel"", ""cooking"", ""photography""]",ENTP,2025-07-02 11:18:51,2025-07-02 11:18:51
218,218,early,often,occasionally,weekly,normal,allergic,frugal,aggressive,"[""sea""]","[""movie"", ""boardgame"", ""gaming"", ""reading"", ""music""]",ISFJ,2025-08-17 11:18:51,2025-08-17 11:18:51
219,219,normal,never,never,3+weekly,normal,reject,luxury,aggressive,"[""museum""]","[""running"", ""basketball"", ""music"", ""reading"", ""photography""]",ENFP,2025-08-22 11:18:51,2025-08-22 11:18:51
220,220,late,often,occasionally,none,vegan,love,luxury,conservative,"[""citywalk"", ""sea""]","[""photography"", ""coding"", ""cooking""]",ISFJ,2025-08-22 11:18:51,2025-08-22 11:18:51
221,221,normal,occasionally,never,weekly,halal,allergic,frugal,aggressive,"[""mountain""]","[""travel"", ""coding"", ""running"", ""hiking"", ""boardgame""]",ESFJ,2025-06-20 11:18:51,2025-06-20 11:18:51
222,222,late,occasionally,occasionally,none,low_carb,love,balanced,conservative,"[""mountain""]","[""gaming"", ""basketball"", ""coding"", ""travel""]",ISFJ,2025-07-04 11:18:51,2025-07-04 11:18:51
223,223,late,often,often,daily,low_carb,allergic,luxury,balanced,"[""citywalk"", ""roadtrip""]","[""gaming"", ""music""]",INTJ,2025-08-22 11:18:51,2025-08-22 11:18:51
224,224,late,often,often,weekly,vegetarian,ok,balanced,conservative,"[""citywalk""]","[""movie"", ""football"", ""running"", ""boardgame"", ""photography""]",ENTP,2025-09-06 11:18:51,2025-09-06 11:18:51
225,225,normal,occasionally,occasionally,weekly,normal,ok,frugal,aggressive,"[""roadtrip""]","[""boardgame"", ""coding"", ""travel"", ""photography""]",ISFJ,2025-06-30 11:18:51,2025-06-30 11:18:51
226,226,early,never,never,3+weekly,normal,ok,luxury,balanced,"[""island"", ""sea""]","[""photography"", ""travel"", ""yoga""]",ENFP,2025-09-09 11:18:51,2025-09-09 11:18:51
227,227,late,often,never,daily,vegetarian,allergic,frugal,balanced,"[""museum"", ""mountain"", ""desert""]","[""travel"", ""cooking"", ""boardgame""]",ENFP,2025-07-17 11:18:51,2025-07-17 11:18:51
228,228,early,occasionally,never,daily,vegan,reject,frugal,conservative,"[""island"", ""roadtrip""]","[""music"", ""coding"", ""reading""]",ENTP,2025-08-31 11:18:51,2025-08-31 11:18:51
